date,symbol,direction,moneyness,fill_mode,T_pct,entry_time,exit_time,exit_reason,realized_return
2026-03-11,AAPL,call,ITM,mid,50.0,09:35,09:45,target,0.5
2026-03-11,AAPL,call,ITM,mid,50.0,10:00,16:00,forced,-0.9862
2026-03-12,AAPL,call,ITM,mid,50.0,09:35,10:15,target,0.5
2026-03-12,AAPL,call,ITM,mid,50.0,11:00,13:30,target,0.5
2026-03-12,AAPL,call,ITM,mid,50.0,13:30,16:00,forced,-0.12707
2026-03-13,AAPL,call,ITM,mid,50.0,09:35,10:35,target,0.5
2026-03-13,AAPL,call,ITM,mid,50.0,11:00,16:00,forced,-0.01348
2026-02-16,AAPL,call,ITM,mid,60.0,09:35,09:45,target,0.6
2026-02-16,AAPL,call,ITM,mid,60.0,10:00,16:00,forced,-0.68447
2026-02-17,AAPL,call,ITM,mid,60.0,09:35,10:10,target,0.6
2026-02-17,AAPL,call,ITM,mid,60.0,11:00,16:00,forced,-0.14278
2026-02-18,AAPL,call,ITM,mid,60.0,09:35,13:05,target,0.6
2026-02-18,AAPL,call,ITM,mid,60.0,14:00,16:00,forced,-0.5937
2026-02-19,AAPL,call,ITM,mid,60.0,09:35,12:25,target,0.6
2026-02-19,AAPL,call,ITM,mid,60.0,12:30,13:25,target,0.6
2026-02-19,AAPL,call,ITM,mid,60.0,14:00,16:00,forced,0.03586
2026-02-20,AAPL,call,ITM,mid,60.0,09:35,09:55,target,0.6
2026-02-20,AAPL,call,ITM,mid,60.0,10:00,10:20,target,0.6
2026-02-20,AAPL,call,ITM,mid,60.0,11:00,16:00,forced,-0.97824
2026-02-23,AAPL,call,ITM,mid,60.0,09:35,10:00,target,0.6
2026-02-23,AAPL,call,ITM,mid,60.0,10:00,11:15,target,0.6
2026-02-23,AAPL,call,ITM,mid,60.0,11:30,16:00,forced,-0.99172
2026-02-24,AAPL,call,ITM,mid,60.0,09:35,10:50,target,0.6
2026-02-24,AAPL,call,ITM,mid,60.0,11:00,16:00,forced,-0.96228
2026-02-25,AAPL,call,ITM,mid,60.0,09:35,10:15,target,0.6
